v1,v2,v3,v4,v5
0.021357104184492652,-0.006698833333205869,0.01420471041583158,-0.019820295088520953,0.013765715950678482
-0.020455890361125346,6.845803179758036E-4,-0.010496604690218079,0.012223758442562916,-0.013406684191386492
-0.029469991481308168,0.01056849490970346,-0.03472810841176604,0.009165613916101488,0.0011641668769215793
-0.013778922659012838,-0.004077360275507374,0.0014220030176244677,0.001852213423178126,0.014545992562196743
-0.03823331090077209,0.0012112316872858247,0.002880556542346857,0.005826038625294765,-0.006290127494105427
-0.024464409867628954,0.018886447044510275,-0.015121962484329137,-0.008731908570856524,-5.660311940934019E-4
-0.0018300716192983743,0.011452647573611,-0.032260758084487515,0.006501535332626674,-0.007098450361093408
0.019337386077023656,0.025831216202264584,0.024255624125773825,-0.011940646567529866,-0.012830561336215952
-0.0040370828348399,0.0021892508108058715,0.008210264484532355,9.599294868471333E-4,0.03307774706346876
0.0038623711276363337,-0.0149199451869328,0.024345144499648162,-0.011131666135036846,-0.009975347083804929
-0.00479871564006799,0.0030112443894508077,0.005545039483052206,0.01770995394159946,0.02703446691291281
-0.026527497888769593,0.013443546659033514,0.018360789472908947,0.0137972791256702,0.01085043487783106
-0.0072517546928886865,0.02267578819699834,0.013126813745271231,0.01857007768252685,0.012515484871746356
-0.007649856980840548,-0.021052105921123172,-0.004350066414509951,-0.0010632825225586912,0.0226183023530432
0.01675010065449299,-0.028604544726412478,0.006500018094286337,-0.00848844090376336,0.02809916014453275
-6.142080227592432E-4,0.020528481731059697,0.01510461595146857,0.015762318423670818,0.0026348602314582447
-0.016615072753801193,-0.008395095485480767,0.026745122182856938,0.014161747957891782,0.012345747627103295
0.027934821264707917,0.011169122305112964,0.020353054747586773,-0.010367413601665999,-0.015963014936876883
0.017186117065637285,0.023604983935216005,0.006688953623487996,0.013289457140256316,-0.019777524153900033
-0.01588015807339638,0.016920651627272857,0.020872691910805128,-0.038000570093135864,0.005930103669056602
0.01608898700910101,-0.0028812238004588056,4.943312288211395E-4,0.006244805628096727,0.004407239196998188
-0.028976162280444986,-0.03381740492751763,-0.012027373197758949,0.006094355976092556,0.013623681606893936
0.004515378241730249,0.00659777794362192,-2.5773949825160815E-4,0.012627924686689362,5.856364144537014E-4
0.0037128473742063977,0.009852004898998012,-0.019747281547945823,-0.005221104096390269,0.006185169595679161
0.021092352738736303,-0.011174252421440569,-4.1727832823910694E-4,0.016055317725449374,-0.01285914427877578
-0.02280331080535388,0.017992129904235203,0.029579750086247372,-0.0035216536307291386,-0.006068033358765752
0.004063941190381345,0.026696201282980052,0.020638021559111194,0.0023358959791085305,0.013966774490658477
0.008418739272206655,0.0010110622811355845,-0.01906034774847792,0.0100246436777851,0.006638755417850297
-0.00794744367055291,0.019425960330160676,0.00438050670342736,0.005527682148603448,-0.01146091264333937
0.008085332872482412,-0.00874014792675368,0.022999789075973442,0.0014564900579476115,-0.015070199423051727
